datetime,energy_kwh,Sub_metering_kwh_1,Sub_metering_kwh_2,Sub_metering_kwh_3
2006-12-19 06:00:00,0.7963333333333308,0.0,0.041,0.0
2006-12-19 07:00:00,1.7856333333333305,0.0,0.0,0.444
2006-12-19 08:00:00,3.8790333333333313,0.5609999999999999,1.571,1.026
2006-12-19 09:00:00,1.6177666666666644,0.27799999999999997,0.862,0.196
2006-12-19 10:00:00,0.437133333333331,0.0,0.085,0.0
2006-12-19 11:00:00,2.321633333333331,0.0,2.061,0.0
2006-12-19 12:00:00,0.4306666666666645,0.0,0.175,0.0
2006-12-19 13:00:00,0.3004666666666642,0.0,0.037,0.0
2006-12-19 14:00:00,0.3021333333333312,0.0,0.045,0.0
2006-12-19 15:00:00,0.42136666666666467,0.0,0.01,0.133
2006-12-19 16:00:00,1.3721333333333314,0.0,0.043000000000000003,1.0819999999999999
2006-12-19 17:00:00,2.111499999999998,0.0,0.01,1.046
2006-12-19 18:00:00,2.204699999999998,0.0,0.044,1.038
2006-12-19 19:00:00,1.842099999999998,0.0,0.003,0.699
2006-12-19 20:00:00,2.940533333333331,0.0,1.614,0.0
2006-12-19 21:00:00,1.4428666666666647,0.0,0.747,0.0
2006-12-19 22:00:00,0.7199999999999976,0.0,0.07,0.0
2006-12-19 23:00:00,0.3836999999999981,0.0,0.01,0.0
2006-12-20 00:00:00,0.4598333333333309,0.0,0.043000000000000003,0.0
2006-12-20 01:00:00,0.2586666666666646,0.0,0.01,0.0
2006-12-20 02:00:00,0.7843666666666642,0.0,0.042,0.476
2006-12-20 03:00:00,0.3100333333333314,0.0,0.01,0.041999999999999996
2006-12-20 04:00:00,0.2889999999999978,0.0,0.028,0.0
2006-12-20 05:00:00,0.2626999999999981,0.0,0.012,0.0
2006-12-20 06:00:00,0.2835999999999974,0.0,0.0,0.0
2006-12-20 07:00:00,1.5266333333333306,0.0,0.031,0.27999999999999997
2006-12-20 08:00:00,2.9175999999999975,0.0,0.577,1.057
2006-12-20 09:00:00,1.3855333333333315,0.0,0.032,1.0859999999999999
2006-12-20 10:00:00,1.5102999999999982,0.0,0.194,1.063
2006-12-20 11:00:00,2.8923999999999976,0.0,1.51,1.062
2006-12-20 12:00:00,1.421033333333331,0.0,0.005,1.081
2006-12-20 13:00:00,1.4283999999999977,0.0,0.028,1.0799999999999998
2006-12-20 14:00:00,1.294899999999998,0.0,0.003,0.9949999999999999
2006-12-20 15:00:00,0.2811333333333312,0.0,0.012,0.0
2006-12-20 16:00:00,0.4684333333333311,0.0,0.019,0.0
2006-12-20 17:00:00,0.5734999999999979,0.0,0.0,0.0
2006-12-20 18:00:00,2.836833333333331,0.0,0.031,0.631
2006-12-20 19:00:00,3.2486333333333315,0.0,0.0,1.0310000000000001
2006-12-20 20:00:00,3.575466666666664,0.0,0.031,1.0270000000000001
2006-12-20 21:00:00,3.6460666666666643,0.0,0.0,1.024
2006-12-20 22:00:00,3.0589666666666644,0.0,0.022,1.049
2006-12-20 23:00:00,2.3817666666666644,0.0,0.008,1.079
2006-12-21 00:00:00,1.5358666666666643,0.0,0.0,1.0879999999999999
2006-12-21 01:00:00,1.3979666666666648,0.0,0.031,1.091
2006-12-21 02:00:00,1.2748999999999977,0.0,0.0,1.032
2006-12-21 03:00:00,0.3025999999999979,0.0,0.03,0.0
2006-12-21 04:00:00,0.2467333333333312,0.0,0.0,0.0
2006-12-21 05:00:00,0.29069999999999757,0.0,0.023,0.0
2006-12-21 06:00:00,0.2956666666666645,0.0,0.008,0.0
2006-12-21 07:00:00,1.2804666666666642,0.0,0.0,0.0
2006-12-21 08:00:00,1.5630333333333313,0.0,0.03,0.305
2006-12-21 09:00:00,2.575799999999998,0.666,0.5619999999999999,1.046
2006-12-21 10:00:00,1.7676999999999978,0.569,0.031,0.89
2006-12-21 11:00:00,0.5168333333333309,0.0,0.0,0.0
2006-12-21 12:00:00,0.819133333333331,0.0,0.45999999999999996,0.0
2006-12-21 13:00:00,1.6882333333333317,0.0,1.192,0.23299999999999998
2006-12-21 14:00:00,1.0238999999999976,0.0,0.07200000000000001,0.5
2006-12-21 15:00:00,0.3073999999999981,0.0,0.01,0.0
2006-12-21 16:00:00,1.3600666666666643,0.0,0.043000000000000003,1.037
2006-12-21 17:00:00,1.7526333333333313,0.0,0.01,0.7190000000000001
2006-12-21 18:00:00,2.4432999999999976,0.0,0.042,1.006
2006-12-21 19:00:00,2.1971333333333307,0.28099999999999997,0.01,0.7020000000000001
2006-12-21 20:00:00,2.437366666666664,0.249,0.036000000000000004,0.257
2006-12-21 21:00:00,0.9822666666666641,0.0,0.002,0.515
2006-12-21 22:00:00,0.2802666666666646,0.0,0.012,0.0
2006-12-21 23:00:00,0.2704333333333307,0.0,0.019,0.0
2006-12-22 00:00:00,0.26693333333333047,0.0,0.0,0.0
2006-12-22 01:00:00,0.2719999999999986,0.0,0.031,0.0
2006-12-22 02:00:00,0.267633333333331,0.0,0.0,0.0
2006-12-22 03:00:00,0.2738666666666637,0.0,0.031,0.0
2006-12-22 04:00:00,0.2642666666666643,0.0,0.0,0.0
2006-12-22 05:00:00,0.806833333333331,0.0,0.023,0.5339999999999999
2006-12-22 06:00:00,0.4796333333333309,0.0,0.008,0.0
2006-12-22 07:00:00,1.7231999999999978,0.0,0.0,0.224
2006-12-22 08:00:00,2.7443999999999975,0.667,0.031,1.063
2006-12-22 09:00:00,1.8962999999999979,0.601,0.0,1.055
2006-12-22 10:00:00,1.3449666666666642,0.0,0.03,1.055
2006-12-22 11:00:00,1.2525666666666646,0.225,0.0,0.762
2006-12-22 12:00:00,1.2284666666666644,0.638,0.034,0.0
2006-12-22 13:00:00,0.6718999999999979,0.0,0.0,0.0
2006-12-22 14:00:00,0.8155666666666649,0.0,0.034,0.362
2006-12-22 15:00:00,1.4516333333333307,0.0,0.0,1.075
2006-12-22 16:00:00,1.5711999999999975,0.0,0.032,1.0739999999999998
2006-12-22 17:00:00,1.4967999999999972,0.0,0.0,0.631
2006-12-22 18:00:00,2.686966666666664,0.0,0.031,0.234
2006-12-22 19:00:00,3.9381666666666644,0.0,0.0,1.036
2006-12-22 20:00:00,3.536066666666664,0.469,0.034,1.0210000000000001
2006-12-22 21:00:00,4.548666666666664,0.5509999999999999,0.0,1.0050000000000001
2006-12-22 22:00:00,3.0650666666666644,0.0,0.023,0.0
2006-12-22 23:00:00,2.4191999999999982,0.0,0.008,0.0
2006-12-23 00:00:00,1.6982333333333306,0.0,0.002,0.0
2006-12-23 01:00:00,1.7227999999999974,0.0,0.029,0.0
2006-12-23 02:00:00,1.7007666666666645,0.0,0.0,0.0
2006-12-23 03:00:00,1.771533333333331,0.0,0.031,0.0
2006-12-23 04:00:00,1.8915999999999977,0.0,0.0,0.124
2006-12-23 05:00:00,2.2290999999999976,0.0,0.028,0.424
2006-12-23 06:00:00,1.6493666666666642,0.0,0.003,0.0
2006-12-23 07:00:00,4.023366666666664,0.0,0.0,0.651
2006-12-23 08:00:00,4.190833333333331,0.0,0.031,1.05
2006-12-23 09:00:00,3.246399999999998,0.0,0.0,1.066
2006-12-23 10:00:00,2.9721666666666646,0.0,0.031,0.516
2006-12-23 11:00:00,3.158999999999998,0.0,0.0,0.649
2006-12-23 12:00:00,2.9287999999999976,0.0,0.01,0.574
2006-12-23 13:00:00,3.406299999999998,0.0,0.021,1.057
2006-12-23 14:00:00,3.757966666666664,0.0,0.0,1.063
2006-12-23 15:00:00,4.0490999999999975,0.0,0.031,1.0699999999999998
2006-12-23 16:00:00,4.349099999999998,0.076,0.065,1.063
2006-12-23 17:00:00,5.4525333333333315,0.971,0.04,1.0050000000000001
2006-12-23 18:00:00,3.8793999999999973,0.0,0.001,1.041
2006-12-23 19:00:00,4.117833333333331,0.0,0.036000000000000004,1.048
2006-12-23 20:00:00,4.181399999999997,0.0,0.021,1.045
2006-12-23 21:00:00,3.2884333333333307,0.0,0.013000000000000001,0.34
2006-12-23 22:00:00,4.327933333333331,0.866,0.03,0.0
2006-12-23 23:00:00,5.562466666666665,0.756,0.002,0.94
2006-12-24 00:00:00,4.027999999999998,0.0,0.03,1.052
2006-12-24 01:00:00,3.2756999999999974,0.437,0.002,1.038
2006-12-24 02:00:00,2.3030333333333313,0.46099999999999997,0.022,0.22
2006-12-24 03:00:00,1.606766666666664,0.0,0.009000000000000001,0.0
2006-12-24 04:00:00,1.5760999999999976,0.0,0.003,0.0
2006-12-24 05:00:00,1.6318999999999972,0.0,0.028,0.0
2006-12-24 06:00:00,1.895199999999998,0.0,0.0,0.0
2006-12-24 07:00:00,1.4763999999999975,0.0,0.031,0.0
2006-12-24 08:00:00,1.4277666666666646,0.0,0.0,0.0
2006-12-24 09:00:00,2.725666666666664,0.0,0.023,0.863
2006-12-24 10:00:00,2.6753333333333313,0.0,0.52,1.03
2006-12-24 11:00:00,2.0929333333333306,0.0,0.094,1.038
2006-12-24 12:00:00,1.4999999999999973,0.0,0.379,0.125
2006-12-24 13:00:00,3.239933333333331,0.0,1.831,0.34299999999999997
2006-12-24 14:00:00,1.3715333333333308,0.0,0.092,0.603
2006-12-24 15:00:00,3.0968333333333318,0.393,1.837,0.0
2006-12-24 16:00:00,2.007133333333331,0.41200000000000003,0.052000000000000005,0.579
2006-12-24 17:00:00,1.686499999999998,0.0,0.031,0.0
2006-12-24 18:00:00,0.5051999999999978,0.0,0.036000000000000004,0.0
2006-12-24 19:00:00,0.4540333333333314,0.0,0.0,0.0
2006-12-24 20:00:00,0.4740999999999978,0.0,0.0,0.0
2006-12-24 21:00:00,0.4840333333333311,0.0,0.035,0.0
2006-12-24 22:00:00,0.4797666666666645,0.0,0.0,0.0
2006-12-24 23:00:00,0.4863333333333313,0.0,0.027,0.0
2006-12-25 00:00:00,0.9995666666666646,0.0,0.009000000000000001,0.177
2006-12-25 01:00:00,1.2067666666666643,0.0,0.0,0.693
2006-12-25 02:00:00,0.4379999999999974,0.0,0.036000000000000004,0.0
2006-12-25 03:00:00,0.5899666666666648,0.0,0.0,0.0
2006-12-25 04:00:00,0.5786666666666644,0.0,0.0,0.0
2006-12-25 05:00:00,0.6200999999999972,0.0,0.037,0.0
2006-12-25 06:00:00,0.2640666666666645,0.0,0.0,0.0
2006-12-25 07:00:00,0.6767999999999972,0.0,0.009000000000000001,0.02
2006-12-25 08:00:00,2.6110999999999978,0.0,0.026000000000000002,0.637
2006-12-25 09:00:00,1.4934666666666647,0.0,0.0,0.0
2006-12-25 10:00:00,1.9156666666666646,0.0,0.035,0.0
2006-12-25 11:00:00,3.044599999999998,0.581,0.0,0.704
2006-12-25 12:00:00,2.912599999999997,1.359,0.0,0.272
2006-12-25 13:00:00,2.2249333333333308,1.1219999999999999,0.034,0.0
2006-12-25 14:00:00,1.7837333333333312,0.339,0.0,0.307
2006-12-25 15:00:00,1.7403333333333313,0.36,0.021,0.575
2006-12-25 16:00:00,3.872833333333331,1.645,0.014,0.0
2006-12-25 17:00:00,2.071799999999998,0.228,0.0,0.262
2006-12-25 18:00:00,2.4230666666666645,0.0,0.273,0.39
2006-12-25 19:00:00,1.6294999999999982,0.0,0.305,0.0
2006-12-25 20:00:00,1.9771333333333312,0.0,0.003,0.371
2006-12-25 21:00:00,3.8368666666666646,0.436,0.997,1.046
2006-12-25 22:00:00,4.214866666666665,0.5499999999999999,0.089,0.341
2006-12-25 23:00:00,2.592233333333331,0.0,0.074,0.0
2006-12-26 00:00:00,2.424266666666664,0.0,0.011,0.0
2006-12-26 01:00:00,2.4026333333333314,0.0,0.046,0.0
2006-12-26 02:00:00,2.4109333333333307,0.0,0.011,0.0
2006-12-26 03:00:00,2.4490666666666647,0.0,0.01,0.0
2006-12-26 04:00:00,2.992499999999998,0.0,0.047,0.5299999999999999
2006-12-26 05:00:00,2.387733333333331,0.0,0.002,0.0
2006-12-26 06:00:00,2.388199999999998,0.0,0.015,0.0
2006-12-26 07:00:00,3.136066666666664,0.0,0.02,0.144
2006-12-26 08:00:00,2.3659333333333312,0.0,0.0,0.753
2006-12-26 09:00:00,3.5450666666666635,0.0,0.5529999999999999,0.9
2006-12-26 10:00:00,4.041899999999997,0.0,0.0,1.036
2006-12-26 11:00:00,2.373533333333331,0.0,0.0,1.052
2006-12-26 12:00:00,2.464699999999998,0.0,0.034,1.054
2006-12-26 13:00:00,2.886799999999998,0.0,0.0,1.055
2006-12-26 14:00:00,3.826599999999998,0.0,1.563,1.0879999999999999
2006-12-26 15:00:00,2.6295999999999977,0.0,0.038,1.1039999999999999
2006-12-26 16:00:00,3.450733333333331,0.0,0.025,1.069
2006-12-26 17:00:00,3.3423333333333303,0.0,0.046,1.04
2006-12-26 18:00:00,3.246699999999998,0.0,0.01,1.053
2006-12-26 19:00:00,3.0339999999999976,0.0,0.022,1.054
2006-12-26 20:00:00,3.4789999999999974,0.511,0.034,1.066
2006-12-26 21:00:00,2.6583999999999977,0.575,0.01,0.981
2006-12-26 22:00:00,0.863599999999998,0.0,0.036000000000000004,0.0
2006-12-26 23:00:00,0.768199999999998,0.0,0.0,0.0
2006-12-27 00:00:00,0.4829666666666651,0.0,0.0,0.0
2006-12-27 01:00:00,0.4934666666666644,0.0,0.035,0.0
2006-12-27 02:00:00,0.4794999999999978,0.0,0.0,0.0
2006-12-27 03:00:00,0.4441333333333311,0.0,0.01,0.0
2006-12-27 04:00:00,0.4740333333333308,0.0,0.026000000000000002,0.0
2006-12-27 05:00:00,1.036533333333331,0.0,0.0,0.594
2006-12-27 06:00:00,0.4743999999999978,0.0,0.028,0.0
2006-12-27 07:00:00,2.0498666666666643,0.0,0.007,0.28300000000000003
2006-12-27 08:00:00,2.164733333333331,0.0,0.0,1.064
2006-12-27 09:00:00,2.328966666666665,0.0,0.034,1.063
2006-12-27 10:00:00,2.3169666666666644,0.0,0.0,1.049
2006-12-27 11:00:00,1.3155999999999979,0.0,0.0,1.059
2006-12-27 12:00:00,1.078399999999998,0.0,0.035,0.77
2006-12-27 13:00:00,0.2641666666666647,0.0,0.0,0.0
2006-12-27 14:00:00,0.2638333333333314,0.0,0.002,0.0
2006-12-27 15:00:00,0.3331999999999979,0.0,0.033,0.0
2006-12-27 16:00:00,0.2967999999999981,0.0,0.0,0.0
2006-12-27 17:00:00,0.5012666666666642,0.0,0.02,0.0
2006-12-27 18:00:00,1.824399999999998,0.0,0.015,0.0
2006-12-27 19:00:00,1.7362666666666646,0.0,0.0,0.0
2006-12-27 20:00:00,2.3530999999999977,0.0,0.035,1.053
2006-12-27 21:00:00,1.3297333333333312,0.0,0.0,0.040999999999999995
2006-12-27 22:00:00,1.0834999999999975,0.0,0.0,0.0
2006-12-27 23:00:00,0.353499999999998,0.0,0.034,0.0
2006-12-28 00:00:00,1.0185333333333313,0.0,0.0,0.726
2006-12-28 01:00:00,0.277733333333331,0.0,0.004,0.0
2006-12-28 02:00:00,0.3161666666666648,0.0,0.031,0.0
2006-12-28 03:00:00,0.2987999999999977,0.0,0.0,0.0
2006-12-28 04:00:00,0.3100999999999975,0.0,0.021,0.0
2006-12-28 05:00:00,0.2893999999999982,0.0,0.014,0.0
2006-12-28 06:00:00,0.2925666666666649,0.0,0.0,0.0
2006-12-28 07:00:00,1.0433333333333314,0.0,0.034,0.122
2006-12-28 08:00:00,2.5357333333333307,0.629,0.0,1.064
2006-12-28 09:00:00,1.3215333333333312,0.548,0.0,0.503
2006-12-28 10:00:00,0.3260666666666646,0.0,0.034,0.0
2006-12-28 11:00:00,0.2799333333333309,0.0,0.0,0.0
2006-12-28 12:00:00,0.2709999999999978,0.0,0.0,0.0
2006-12-28 13:00:00,0.6986333333333308,0.0,0.035,0.09799999999999999
2006-12-28 14:00:00,1.8085666666666649,0.0,0.0,1.089
2006-12-28 15:00:00,1.5743333333333314,0.0,0.005,1.0959999999999999
2006-12-28 16:00:00,1.5589666666666644,0.0,0.03,1.0859999999999999
2006-12-28 17:00:00,2.432533333333331,0.0,0.0,1.0350000000000001
2006-12-28 18:00:00,2.5438999999999976,0.0,0.136,1.049
2006-12-28 19:00:00,2.8484999999999983,0.0,0.353,0.264
2006-12-28 20:00:00,2.1167666666666642,0.002,0.079,0.129
2006-12-28 21:00:00,5.035333333333331,0.64,1.7739999999999998,0.915
2006-12-28 22:00:00,3.2141999999999977,0.388,1.2309999999999999,0.0
2006-12-28 23:00:00,2.131333333333331,0.0,0.638,0.0
2006-12-29 00:00:00,1.409333333333331,0.0,0.038,0.0
2006-12-29 01:00:00,1.9941666666666646,0.0,0.021,0.5439999999999999
2006-12-29 02:00:00,2.1516333333333315,0.0,0.034,0.0
2006-12-29 03:00:00,2.4526666666666643,0.0,0.011,0.0
2006-12-29 04:00:00,2.4714333333333314,0.0,0.045,0.0
2006-12-29 05:00:00,2.3860999999999977,0.0,0.01,0.0
2006-12-29 06:00:00,2.438899999999998,0.0,0.006,0.0
2006-12-29 07:00:00,3.838766666666664,0.0,0.033,0.711
2006-12-29 08:00:00,3.6947666666666645,0.0,0.0,0.75
2006-12-29 09:00:00,3.434899999999998,0.0,0.019,1.057
2006-12-29 10:00:00,2.422533333333331,0.0,0.014,1.0739999999999998
2006-12-29 11:00:00,1.3891666666666644,0.0,0.0,1.066
2006-12-29 12:00:00,1.5557333333333314,0.0,0.033,1.058
2006-12-29 13:00:00,1.7093333333333307,0.0,0.0,1.0699999999999998
2006-12-29 14:00:00,1.4184999999999974,0.0,0.0,1.089
2006-12-29 15:00:00,0.6280999999999974,0.0,0.034,0.27299999999999996
2006-12-29 16:00:00,0.3178666666666647,0.0,0.0,0.0
2006-12-29 17:00:00,0.8923999999999975,0.0,0.011,0.0
2006-12-29 18:00:00,1.892633333333331,0.0,0.504,0.0
2006-12-29 19:00:00,1.791333333333331,0.0,0.025,0.307
2006-12-29 20:00:00,3.4718333333333318,1.252,0.035,0.553
2006-12-29 21:00:00,4.313733333333331,0.0,1.988,0.551
2006-12-29 22:00:00,3.666033333333331,0.0,1.655,1.0350000000000001
2006-12-29 23:00:00,1.1646666666666643,0.0,0.646,0.191
2006-12-30 00:00:00,0.2946999999999978,0.0,0.037,0.0
2006-12-30 01:00:00,0.3152999999999979,0.0,0.047,0.0
2006-12-30 02:00:00,0.2794333333333312,0.0,0.01,0.0
2006-12-30 03:00:00,0.3057666666666643,0.0,0.03,0.0
2006-12-30 04:00:00,0.3009333333333311,0.0,0.028,0.0
2006-12-30 05:00:00,0.2778333333333309,0.0,0.01,0.0
2006-12-30 06:00:00,0.9067666666666642,0.0,0.043000000000000003,0.584
2006-12-30 07:00:00,0.2565666666666646,0.0,0.0,0.0
2006-12-30 08:00:00,1.5167333333333308,0.0,0.017,0.0
2006-12-30 09:00:00,3.2357666666666645,0.0,0.719,0.886
2006-12-30 10:00:00,4.509299999999998,0.733,1.289,0.991
2006-12-30 11:00:00,3.8858666666666646,0.0,1.83,1.024
2006-12-30 12:00:00,3.145099999999998,0.0,1.406,1.043
2006-12-30 13:00:00,2.292966666666665,0.0,0.721,1.061
2006-12-30 14:00:00,1.7899333333333312,0.0,0.037,1.0719999999999998
2006-12-30 15:00:00,2.449533333333331,0.0,0.049,1.071
2006-12-30 16:00:00,3.9555666666666642,0.0,1.482,1.049
2006-12-30 17:00:00,2.5811666666666646,0.0,0.065,1.0170000000000001
2006-12-30 18:00:00,3.8626999999999976,0.33999999999999997,0.0,0.9950000000000001
2006-12-30 19:00:00,3.753033333333331,0.9189999999999999,0.035,1.0010000000000001
2006-12-30 20:00:00,3.0760666666666645,0.515,0.0,0.686
2006-12-30 21:00:00,2.037999999999998,0.565,0.02,0.0
2006-12-30 22:00:00,0.7491333333333308,0.0,0.016,0.0
2006-12-30 23:00:00,0.7101999999999976,0.0,0.0,0.0
2006-12-31 00:00:00,0.6762333333333311,0.0,0.035,0.0
2006-12-31 01:00:00,0.7161666666666647,0.0,0.0,0.0
2006-12-31 02:00:00,0.7219333333333305,0.0,0.035,0.0
2006-12-31 03:00:00,0.7785666666666644,0.0,0.0,0.0
2006-12-31 04:00:00,1.2777666666666647,0.0,0.002,0.514
2006-12-31 05:00:00,1.0507666666666644,0.0,0.033,0.297
2006-12-31 06:00:00,2.5013666666666645,0.0,0.0,0.0
2006-12-31 07:00:00,3.3644999999999974,0.0,0.034,0.217
2006-12-31 08:00:00,4.084566666666665,0.0,0.0,0.579
2006-12-31 09:00:00,2.7231999999999976,0.0,0.013000000000000001,0.0
2006-12-31 10:00:00,2.9149333333333307,0.0,0.021,0.47700000000000004
2006-12-31 11:00:00,3.359499999999998,0.0,0.0,1.044
2006-12-31 12:00:00,3.8529666666666644,0.0,0.034,1.036
2006-12-31 13:00:00,3.6025666666666645,0.0,0.0,1.0290000000000001
2006-12-31 14:00:00,3.0812999999999975,0.0,0.025,0.584
2006-12-31 15:00:00,2.4882666666666644,0.0,0.009000000000000001,0.0
2006-12-31 16:00:00,2.837999999999998,0.0,0.0,0.0
2006-12-31 17:00:00,2.750266666666665,0.0,0.036000000000000004,0.0
2006-12-31 18:00:00,2.4104666666666645,0.0,0.0,0.0
2006-12-31 19:00:00,2.434266666666664,0.0,0.034,0.0
2006-12-31 20:00:00,2.424933333333331,0.0,0.0,0.0
2006-12-31 21:00:00,2.4436333333333313,0.0,0.005,0.0
2006-12-31 22:00:00,2.635999999999998,0.0,0.031,0.11399999999999999
2006-12-31 23:00:00,3.1044333333333314,0.0,0.0,0.611
2007-01-01 00:00:00,2.550633333333331,0.0,0.035,0.0
2007-01-01 01:00:00,2.523399999999997,0.0,0.0,0.0
2007-01-01 02:00:00,2.5823333333333314,0.0,0.02,0.0
2007-01-01 03:00:00,2.5416666666666643,0.0,0.016,0.0
2007-01-01 04:00:00,2.4757333333333316,0.0,0.0,0.0
2007-01-01 05:00:00,2.4762333333333313,0.0,0.035,0.0
2007-01-01 06:00:00,2.4557999999999978,0.0,0.0,0.0
2007-01-01 07:00:00,2.4471999999999974,0.0,0.033,0.0
2007-01-01 08:00:00,2.441733333333331,0.0,0.003,0.0
2007-01-01 09:00:00,3.146133333333331,0.0,0.0,0.722
2007-01-01 10:00:00,2.661733333333331,0.0,0.035,0.149
2007-01-01 11:00:00,2.575999999999998,0.0,0.0,0.0
2007-01-01 12:00:00,2.6158666666666646,0.0,0.034,0.0
2007-01-01 13:00:00,2.1623999999999977,0.0,0.0,0.0
2007-01-01 14:00:00,1.294399999999998,0.0,0.014,0.543
2007-01-01 15:00:00,1.9091666666666651,0.0,0.021,1.049
2007-01-01 16:00:00,1.3900999999999977,0.0,0.0,1.053
2007-01-01 17:00:00,1.6320666666666643,0.0,0.035,1.037
2007-01-01 18:00:00,1.4618999999999978,0.0,0.0,1.044
2007-01-01 19:00:00,0.7322999999999977,0.0,0.028,0.28300000000000003
2007-01-01 20:00:00,0.4122999999999974,0.0,0.007,0.0
2007-01-01 21:00:00,0.4339333333333313,0.0,0.0,0.0
2007-01-01 22:00:00,0.4437333333333312,0.0,0.036000000000000004,0.0
2007-01-01 23:00:00,0.4499666666666648,0.0,0.0,0.0
2007-01-02 00:00:00,0.4464333333333314,0.0,0.035,0.0
2007-01-02 01:00:00,0.4367333333333306,0.0,0.0,0.0
2007-01-02 02:00:00,0.4315666666666644,0.0,0.0,0.0
2007-01-02 03:00:00,0.4641666666666647,0.0,0.035,0.0
2007-01-02 04:00:00,1.0399666666666643,0.0,0.0,0.599
2007-01-02 05:00:00,0.7105999999999979,0.0,0.034,0.267
2007-01-02 06:00:00,0.4469666666666643,0.0,0.0,0.0
